STATION,DATE,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,2013-05-26,49.0,61,42,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-05-27,58.0,73,41,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-05-28,60.0,71,46,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-05-29,62.0,76,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-05-30,74.0,90,61,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-05-31,80.0,92,66,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-01,78.0,89,63,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-02,73.0,87,65,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-03,67.0,73,64,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-04,65.0,73,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-05,63.0,72,50,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-06,61.0,71,52,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-07,59.0,61,56,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-08,63.0,79,55,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-09,70.0,80,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-10,66.0,71,57,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-11,65.0,78,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-12,65.0,73,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-13,60.0,63,53,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-14,59.0,72,53,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-15,69.0,79,61,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-16,67.0,77,55,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-17,73.0,84,62,,,1.0,,,,,,,,,,,,,,,,,
USW00014765,2013-06-18,68.0,80,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-19,65.0,76,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-20,66.0,79,53,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-21,69.0,82,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-22,71.0,83,61,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-23,73.0,87,63,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-24,80.0,93,70,,,1.0,,,,,,,,,,,,,,,,,
USW00014765,2013-06-25,79.0,92,69,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-26,79.0,88,72,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-27,71.0,74,66,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-28,72.0,80,67,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-29,73.0,81,69,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-06-30,73.0,80,70,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-01,74.0,80,71,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-02,75.0,83,72,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-03,78.0,88,71,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-04,81.0,90,74,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-05,82.0,93,75,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2013-07-06,83.0,93,75,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-07,84.0,95,75,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-08,82.0,92,70,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-09,73.0,79,68,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-10,76.0,85,73,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-11,76.0,79,71,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-12,74.0,78,67,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-13,71.0,79,66,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-14,80.0,92,72,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-15,84.0,94,76,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-16,85.0,95,76,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-17,81.0,89,73,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-18,84.0,96,77,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-19,86.0,98,77,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-20,85.0,95,75,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-21,77.0,83,69,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-22,76.0,84,69,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-23,78.0,88,73,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-24,78.0,87,71,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-25,67.0,71,60,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-26,64.0,73,61,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-27,72.0,85,63,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-28,74.0,84,68,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-29,75.0,84,69,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-30,75.0,83,66,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-07-31,72.0,82,60,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-01,71.0,80,63,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-02,73.0,84,66,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-03,72.0,78,65,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-04,71.0,81,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-05,68.0,78,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-06,67.0,80,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-07,68.0,78,56,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-08,72.0,81,67,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-09,74.0,76,72,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-10,76.0,84,64,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-11,70.0,80,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-12,71.0,81,64,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-13,69.0,73,64,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-14,68.0,74,60,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-15,67.0,77,56,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-16,68.0,79,55,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-17,70.0,82,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-18,68.0,79,60,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-19,70.0,82,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-20,75.0,86,64,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-21,77.0,89,66,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-22,74.0,84,67,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-23,74.0,80,65,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-24,69.0,77,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-25,67.0,82,55,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-26,71.0,81,66,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-27,73.0,81,67,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-28,73.0,84,63,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-29,67.0,70,61,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-30,67.0,80,60,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-08-31,74.0,80,70,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-01,75.0,82,70,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-02,73.0,76,69,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-03,72.0,78,63,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-04,69.0,79,59,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-05,67.0,74,56,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-06,60.0,70,50,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-07,62.0,77,49,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-08,69.0,79,54,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-09,59.0,68,48,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-10,65.0,74,56,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-11,77.0,92,68,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-12,76.0,84,69,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-13,72.0,79,61,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-14,63.0,70,53,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-15,59.0,71,49,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-16,60.0,69,49,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-17,54.0,63,44,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-18,56.0,71,44,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-19,62.0,81,49,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-20,63.0,77,49,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-21,63.0,75,53,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-22,68.0,72,52,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-23,56.0,65,48,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-24,55.0,68,43,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-25,58.0,70,46,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-26,59.0,66,52,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-27,59.0,67,50,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-28,60.0,74,48,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-29,57.0,69,46,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-09-30,59.0,70,51,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-01,62.0,78,47,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-02,68.0,81,56,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-03,66.0,79,52,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-04,60.0,69,52,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-05,62.0,71,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-06,61.0,61,57,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-07,65.0,76,58,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-08,63.0,68,50,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-09,55.0,64,48,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-10,56.0,67,50,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-11,60.0,69,52,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-12,58.0,69,52,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-13,55.0,62,44,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-14,50.0,62,38,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-15,55.0,70,42,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-16,56.0,63,47,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-17,60.0,71,52,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-18,64.0,69,47,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-19,54.0,65,43,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-20,57.0,64,43,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-21,52.0,67,41,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-22,55.0,71,43,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-23,48.0,51,40,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2013-10-24,46.0,55,38,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-25,44.0,52,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-26,42.0,56,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-27,50.0,58,33,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2013-10-28,45.0,61,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-29,44.0,53,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-30,44.0,58,35,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-10-31,50.0,65,37,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-01,65.0,70,60,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-02,58.0,66,52,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-03,48.0,54,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-04,37.0,45,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-05,37.0,50,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-06,46.0,61,37,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-07,57.0,65,40,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-08,42.0,49,33,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-09,38.0,46,29,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-10,47.0,59,40,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-11,45.0,53,39,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-12,42.0,52,28,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-13,31.0,38,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-14,37.0,53,26,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2013-11-15,47.0,60,33,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-16,47.0,61,36,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-17,46.0,58,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-18,60.0,66,49,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-19,45.0,50,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-20,35.0,43,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-21,34.0,48,24,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2013-11-22,45.0,52,40,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-23,46.0,51,31,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-24,27.0,31,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-25,25.0,34,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-26,37.0,45,34,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-27,52.0,63,37,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-28,35.0,38,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-29,30.0,37,22,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-11-30,26.0,34,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-01,36.0,45,31,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-02,39.0,44,35,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-03,40.0,51,35,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-04,39.0,50,32,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-05,41.0,55,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-06,53.0,57,37,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-07,38.0,41,30,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-08,30.0,32,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-09,33.0,40,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-10,34.0,36,25,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-11,27.0,31,21,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-12,25.0,27,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-13,23.0,33,16,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-14,19.0,30,14,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-15,31.0,37,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-16,27.0,30,14,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-17,17.0,24,9,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-18,26.0,34,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-19,32.0,45,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-20,40.0,53,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-21,47.0,59,39,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-22,59.0,64,44,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-23,42.0,44,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-24,37.0,42,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-25,24.0,28,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-26,27.0,36,21,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-27,30.0,37,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-28,35.0,50,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-29,36.0,48,28,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-30,38.0,41,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2013-12-31,22.0,28,16,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-01,23.0,30,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-02,22.0,24,5,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-03,9.0,17,2,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-04,10.0,28,-3,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-05,24.0,45,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-06,46.0,59,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-07,20.0,29,7,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-08,12.0,24,6,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-09,21.0,31,14,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-10,23.0,35,14,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-11,44.0,60,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-12,48.0,53,34,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-13,38.0,51,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-14,47.0,51,44,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-15,41.0,46,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-16,38.0,42,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-17,39.0,46,31,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-18,35.0,37,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-19,33.0,37,29,,,,,,,,1.0,,,,,,,,,,,,
USW00014765,2014-01-20,37.0,45,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-21,23.0,28,12,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-22,12.0,19,7,,,,,,,,,1.0,,,,,,,,,,,
USW00014765,2014-01-23,11.0,20,2,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-24,12.0,18,7,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-25,24.0,38,11,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-26,22.0,25,16,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-27,32.0,49,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-28,19.0,21,12,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-29,18.0,25,14,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-30,18.0,28,7,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-01-31,29.0,45,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-01,37.0,43,30,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-02,41.0,55,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-03,37.0,42,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-04,28.0,34,17,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-05,29.0,33,25,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-06,25.0,29,19,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-07,22.0,31,14,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-08,22.0,31,11,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-09,26.0,33,22,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-10,25.0,29,17,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-11,19.0,25,16,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-12,17.0,25,7,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-13,27.0,36,22,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-14,35.0,38,30,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-15,31.0,35,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-16,28.0,32,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-17,23.0,30,13,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-18,23.0,38,10,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-19,29.0,39,14,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-20,38.0,49,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-21,36.0,51,34,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-22,42.0,48,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-23,43.0,50,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-24,37.0,42,23,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-25,25.0,31,19,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-26,23.0,31,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-27,20.0,30,9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-02-28,17.0,26,9,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-01,20.0,36,8,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-02,34.0,37,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-03,27.0,33,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-04,19.0,29,10,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-05,27.0,33,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-06,22.0,30,12,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-07,25.0,39,12,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-08,40.0,59,28,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-09,39.0,43,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-10,36.0,46,31,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-11,44.0,62,32,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-12,46.0,54,39,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-13,30.0,40,15,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-14,24.0,38,12,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-15,44.0,59,37,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-16,35.0,39,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-17,26.0,33,18,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-18,28.0,43,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-19,33.0,45,22,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-20,42.0,53,36,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-21,40.0,45,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-22,40.0,60,24,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-23,38.0,45,27,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-24,27.0,34,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-25,28.0,37,17,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-26,31.0,37,24,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-27,30.0,46,20,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-28,43.0,57,33,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-29,46.0,54,37,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-30,43.0,46,36,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-03-31,37.0,40,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-01,42.0,54,35,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-02,43.0,54,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-03,46.0,62,33,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-04,42.0,52,38,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-05,44.0,55,37,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-06,43.0,59,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-07,46.0,53,35,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-08,51.0,62,46,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-09,51.0,61,39,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-10,46.0,56,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-11,54.0,71,48,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-12,57.0,70,47,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-13,53.0,65,42,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-14,62.0,72,57,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-15,60.0,66,39,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-16,42.0,47,32,1.0,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-17,38.0,46,31,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-18,39.0,50,30,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-19,49.0,65,36,,,,,,,,,,,,,,,,,,,,
USW00014765,2014-04-20,48.0,56,38,,,,,,,,,,,,,,,,,,,,
